h_str,a_str,hth,h_poise,a_poise,result
83.9,76.7,2.4,0.8,3.0,DRAW
78.0,74.3,2.6,0.6,1.0,DRAW
75.6,79.7,1.4,2.6,1.4,LOSE
81.9,78.4,1.8,1.0,2.4,LOSE
76.8,83.5,1.6,1.4,0,DRAW
74.5,83.3,1.2,1.4,0.5,WIN
79.7,78.3,3.0,2.6,2.4,DRAW
76.7,73.1,1.2,1.4,2.0,LOSE
78.5,76.5,1.4,1.8,1.75,LOSE
82.7,74.0,2.6,0.4,2.4,WIN
73.8,76.8,0.4,0.2,0,LOSE
73.8,79.6,0.8,0.2,0.75,DRAW
79.1,77.1,1.8,0.8,0.8,DRAW
76.6,81.6,1.8,1.4,1.0,LOSE
83.2,86.1,2.0,2.0,1.2,LOSE
76.5,80.5,1.6,1.0,0.0,WIN
78.8,74.5,1.4,0.8,1.6,WIN
83.0,86.0,2.6,2.4,0.8,WIN
73.7,84.2,0.8,1.2,1.2,WIN
77.6,74.9,0.6,0.6,1.8,LOSE
76.5,78.2,1.8,1.8,0.0,WIN
77.0,79.7,0.6,0.4,0.6,WIN
75.3,74.5,1.8,0.2,1.0,WIN
77.8,76.8,1.4,1.4,3.0,WIN
78.3,76.8,2.6,1.8,2.2,WIN
80.8,79.7,1.2,2.6,1.2,LOSE
76.5,83.5,1.8,2.0,1.4,DRAW
82.5,82.4,2.0,2.0,0.6,WIN
80.7,79.4,2.4,0.4,1.6,DRAW
72.9,76.3,1.2,0.8,3.0,DRAW
77.5,75.3,0.8,1.8,1.4,DRAW
74.7,78.6,0.4,1.4,1.2,LOSE
79.4,77.6,1.2,0.4,1.8,WIN
76.5,78.3,1.4,2.2,1.0,DRAW
74.4,74.8,0.8,1.4,1.3333333333333333,DRAW
84.5,77.3,2.0,1.0,3.0,WIN
79.7,82.4,2.6,1.6,1.4,WIN
76.7,82.4,2.0,1.4,0.2,LOSE
79.9,76.7,1.4,1.8,2.4,DRAW
77.7,79.7,0.6,2.6,1.8,WIN
78.8,76.9,2.0,1.8,1.4,LOSE
75.4,74.2,1.8,1.2,1.5,WIN
76.2,72.8,1.4,0.0,0.8,WIN
83.3,75.9,3.0,1.2,1.0,WIN
78.8,82.6,0.6,1.2,0.0,WIN
78.3,79.1,2.6,0.2,1.6,DRAW
77.5,75.0,2.2,0.8,0,WIN
82.4,82.7,0.6,1.8,1.8,WIN
81.4,75.2,3.0,0.8,2.5,DRAW
79.1,79.0,1.2,0.4,0.6,DRAW
79.7,74.9,2.6,1.6,2.0,DRAW
75.7,76.2,1.0,2.0,1.8,DRAW
76.7,79.2,1.4,1.0,3.0,WIN
75.8,80.7,0.8,2.0,0.6,WIN
73.4,79.4,0.2,1.0,0.2,LOSE
73.7,78.5,0.8,2.2,0.4,DRAW
74.1,82.2,1.0,1.4,0.4,LOSE
87.2,78.5,2.0,1.8,2.6,WIN
82.9,77.6,2.0,0.4,1.6,WIN
79.6,86.3,2.2,1.8,0.0,LOSE
79.5,80.0,1.4,2.4,1.2,LOSE
75.4,76.2,2.2,1.2,1.0,DRAW
74.5,76.5,1.8,1.4,0.6,LOSE
79.3,74.5,1.4,0.6,1.6,LOSE
77.4,74.1,0.6,0.4,1.6,WIN
78.8,87.1,2.2,1.8,0.0,DRAW
77.8,73.7,1.2,0.0,2.2,LOSE
77.8,83.5,2.2,1.2,0.4,LOSE
81.0,75.8,2.6,1.8,1.0,WIN
80.5,78.4,1.2,0.4,1.0,WIN
76.6,78.0,1.8,1.6,0.4,DRAW
77.4,79.1,1.2,1.8,0.2,LOSE
74.5,74.5,1.0,1.2,1.6,WIN
76.5,80.5,0.8,2.4,0.6,LOSE
79.3,77.2,0.8,0.8,0.0,WIN
73.6,82.8,1.0,1.4,0.0,LOSE
76.2,84.5,0.6,1.2,0.2,DRAW
80.5,82.3,1.8,0.6,0.4,WIN
82.2,78.2,2.0,1.6,2.4,WIN
80.5,77.4,1.6,0.4,0.6,WIN
85.5,78.1,2.0,1.8,2.6,WIN
79.9,72.9,1.6,0.6,2.6,WIN
78.9,76.7,0.8,0.8,1.4,WIN
73.2,78.9,1.2,0.4,1.8,WIN
80.9,74.5,1.4,0.4,2.0,WIN
79.5,81.2,1.2,1.4,0.8,WIN
73.5,77.5,0.0,1.2,1.0,WIN
78.5,77.5,2.2,0.2,1.0,DRAW
84.1,83.1,2.6,2.0,2.0,WIN
75.7,75.6,2.2,2.0,0.0,WIN
73.9,82.5,1.0,0.8,0.0,WIN
77.5,75.6,1.2,1.8,0.3333333333333333,WIN
75.2,73.5,1.0,2.2,0.4,DRAW
77.3,79.7,0.8,0.6,0.8,LOSE
81.1,79.2,1.8,0.8,3.0,WIN
76.6,84.9,0.8,1.4,0.8,LOSE
75.5,80.3,2.0,2.4,0.2,LOSE
83.6,73.5,2.6,1.2,2.2,DRAW
79.3,78.9,1.4,2.4,3.0,DRAW
78.6,79.8,1.6,1.0,1.2,WIN
75.0,74.8,0.6,1.6,1.0,LOSE
74.4,74.4,1.8,0.8,0.8,WIN
80.5,78.6,1.8,1.2,0.0,LOSE
78.9,73.9,1.4,0.6,0.6,WIN
75.7,78.5,2.6,0.6,0.3333333333333333,DRAW
74.4,81.1,0.6,1.2,0.8,DRAW
79.3,74.5,1.8,0.2,1.4,LOSE
81.3,77.5,1.4,0.4,1.4,DRAW
80.0,73.8,2.0,0.2,1.6,WIN
84.5,84.4,2.6,0.8,1.2,WIN
80.1,75.6,2.0,0.8,2.6,WIN
73.9,76.4,1.0,1.4,1.3333333333333333,WIN
74.4,75.7,2.4,1.6,2.0,DRAW
76.9,76.7,0.8,0.8,0.6,WIN
78.4,78.1,1.6,0.8,0.0,DRAW
80.2,78.5,1.6,2.0,2.0,LOSE
79.4,74.0,1.6,1.4,1.2,WIN
78.6,82.4,1.6,1.4,0.4,WIN
77.5,82.3,1.8,0.8,1.0,DRAW
77.4,78.5,0.8,2.0,1.4,LOSE
74.2,73.5,1.6,1.8,1.8,LOSE
76.5,78.4,1.2,0.8,0.0,WIN
82.5,82.6,1.0,0.8,1.2,DRAW
79.4,78.4,2.2,1.2,1.0,LOSE
82.5,75.2,2.2,1.2,2.0,WIN
82.1,77.5,2.2,0.4,1.6,WIN
78.5,78.0,1.8,0.2,1.0,WIN
74.7,78.1,2.2,1.6,0.3333333333333333,LOSE
76.7,79.7,1.4,0.4,0.2,LOSE
77.8,73.5,0.8,0.6,1.2,LOSE
82.3,74.4,2.4,1.8,1.8,WIN
76.9,81.8,1.8,1.0,1.2,WIN
73.3,85.5,0.8,2.0,0.4,LOSE
76.5,75.8,1.6,0.2,1.4,LOSE
84.6,80.4,2.6,2.4,2.4,DRAW
78.2,78.2,1.8,2.0,1.4,WIN
78.4,74.5,1.0,1.2,1.2,LOSE
77.1,76.2,2.0,0.8,1.4,LOSE
73.0,75.8,0.8,0.8,0.8,LOSE
82.3,74.3,3.0,1.2,2.0,LOSE
77.1,74.7,1.8,1.0,1.3333333333333333,WIN
87.0,78.3,3.0,0.8,2.4,WIN
79.7,80.5,1.6,2.0,0.2,DRAW
78.3,82.5,1.2,0.8,0.0,LOSE
76.6,84.6,1.4,1.0,0.8,LOSE
80.2,73.3,2.4,0.8,1.6,DRAW
76.4,75.5,0.8,0.8,1.0,WIN
74.8,78.2,1.6,2.0,1.3333333333333333,DRAW
75.8,77.3,1.2,0.4,0.8,DRAW
76.8,77.1,0.6,1.0,2.0,WIN
84.6,78.3,2.2,0.0,0.0,WIN
74.2,79.7,1.4,0.8,1.4,LOSE
78.1,81.5,2.0,1.0,1.0,WIN
77.4,75.5,1.8,1.2,0.6,WIN
78.2,75.9,2.4,1.4,2.0,WIN
76.8,76.8,1.4,0.2,0.8,DRAW
78.9,72.2,0.6,1.6,1.0,WIN
79.7,84.9,1.6,1.0,0.6,LOSE
81.6,74.4,1.0,0.8,1.3333333333333333,LOSE
86.3,80.4,3.0,2.2,3.0,WIN
77.8,78.3,1.4,1.8,0.6,LOSE
74.2,74.6,0.8,1.8,1.6,LOSE
81.3,83.0,2.4,1.2,0.6,DRAW
76.4,79.7,1.2,1.4,1.0,WIN
74.9,79.2,1.2,0.0,1.0,WIN
74.3,77.4,2.0,0.4,1.4,WIN
74.2,74.5,1.2,0.6,0.0,WIN
76.2,84.9,1.4,2.6,0.0,LOSE
83.2,78.2,2.2,2.2,1.4,WIN
78.2,73.6,2.0,1.0,2.0,WIN
83.6,81.4,2.6,0.4,2.2,WIN
79.2,77.5,0.6,0.6,1.0,DRAW
80.2,82.5,2.6,1.0,2.4,WIN
83.9,77.0,2.6,1.2,1.6,WIN
83.6,78.5,3.0,1.2,2.2,WIN
72.3,82.5,2.0,1.4,1.2,WIN
74.2,79.3,1.8,0.8,1.4,LOSE
83.4,74.4,3.0,0.6,2.0,WIN
80.9,76.4,2.0,1.2,2.0,WIN
77.9,78.2,2.4,1.6,1.6,WIN
84.5,74.9,2.6,1.4,1.3333333333333333,WIN
78.5,80.1,2.4,1.6,0.8,LOSE
79.4,82.9,1.0,0.8,0.0,WIN
76.7,77.7,0.8,0.4,1.4,WIN
73.9,76.5,2.6,0.8,1.4,LOSE
79.1,74.0,1.0,0.4,3.0,WIN
75.4,79.0,1.0,2.4,1.6,DRAW
78.5,80.9,3.0,0.4,1.2,WIN
78.6,79.0,0.4,0.0,1.0,DRAW
76.3,73.4,1.6,1.8,2.4,WIN
83.5,77.2,2.6,0.2,2.4,WIN
74.0,76.7,0.2,0.6,1.4,LOSE
74.7,77.8,1.6,1.2,3.0,WIN
76.4,85.3,0.8,2.6,0.2,LOSE
80.3,71.4,2.6,1.4,2.0,LOSE
79.8,84.5,0.8,1.4,1.2,LOSE
79.0,73.1,2.4,1.8,1.0,WIN
80.9,74.4,2.0,0.8,1.6666666666666667,LOSE
74.9,83.5,1.2,0.8,0.6,LOSE
76.8,75.7,1.2,1.2,0.8,DRAW
84.5,79.1,2.6,1.4,2.4,DRAW
76.4,76.3,2.4,1.2,1.8,DRAW
79.0,80.6,1.4,1.6,0.0,WIN
79.9,76.0,1.4,0.6,2.0,WIN
71.9,72.8,2.0,0.4,1.6,WIN
78.4,78.4,3.0,1.2,2.4,WIN
78.2,78.8,2.4,0.4,1.8,DRAW
71.1,84.0,2.0,3.0,0.6,DRAW
83.5,74.8,2.6,1.2,1.0,WIN
80.6,76.5,2.0,0.2,1.8,WIN
79.1,69.5,3.0,1.2,2.0,WIN
75.0,79.4,1.6,2.6,1.0,WIN
78.2,78.4,0.4,2.0,2.4,DRAW
75.7,76.2,2.0,0.2,0.0,DRAW
77.2,73.5,0.8,1.8,0.8,WIN
75.8,80.4,1.0,0.4,0.6,LOSE
77.5,78.3,0.8,1.2,0.8,WIN
81.3,76.8,3.0,1.2,2.6,WIN
73.0,81.5,0.2,2.0,0.6,DRAW
